Timestamp,Emotion
2025-07-04 18:51:57,Sad
2025-07-04 18:51:57,Sad
2025-07-04 18:51:57,Sad
2025-07-04 18:51:57,Sad
2025-07-04 18:51:58,Sad
2025-07-04 18:51:58,Sad
2025-07-04 18:51:58,Sad
2025-07-04 18:51:58,Sad
2025-07-04 18:51:59,Sad
2025-07-04 18:51:59,Sad
2025-07-04 18:51:59,Doubt
2025-07-04 18:51:59,Doubt
2025-07-04 18:52:00,Sad
2025-07-04 18:52:00,Sad
2025-07-04 18:52:00,Sad
2025-07-04 18:52:00,Sad
2025-07-04 18:52:01,Sad
2025-07-04 18:52:01,Sad
2025-07-04 18:52:01,Sad
2025-07-04 18:52:01,Sad
2025-07-04 18:52:02,Sad
2025-07-04 18:52:02,Sad
2025-07-04 18:52:02,Sad
2025-07-04 18:52:02,Sad
2025-07-04 18:52:03,Sad
2025-07-04 18:52:03,Sad
2025-07-04 18:52:03,Sad
2025-07-04 18:52:03,Sad
2025-07-04 18:52:04,Doubt
2025-07-04 18:52:04,Doubt
2025-07-04 18:52:04,Doubt
2025-07-04 18:52:04,Doubt
2025-07-04 18:52:05,Sad
2025-07-04 18:52:05,Sad
2025-07-04 18:52:05,Sad
2025-07-04 18:52:05,Sad
2025-07-04 18:52:06,Sad
2025-07-04 18:52:06,Sad
2025-07-04 18:52:06,Sad
2025-07-04 18:52:06,Sad
2025-07-04 18:52:07,Sad
2025-07-04 18:52:07,Sad
2025-07-04 18:52:07,Sad
2025-07-04 18:52:07,Sad
2025-07-04 18:52:08,Sad
2025-07-04 18:52:08,Sad
2025-07-04 18:52:08,Sad
2025-07-04 18:52:08,Sad
2025-07-04 18:52:09,Sad
2025-07-04 18:52:09,Sad
2025-07-04 18:52:09,Sad
2025-07-04 18:52:09,Sad
2025-07-04 18:52:10,Curious
2025-07-04 18:52:10,Curious
2025-07-04 18:52:10,Curious
2025-07-04 18:52:10,Curious
2025-07-04 18:52:11,Doubt
2025-07-04 18:52:11,Doubt
2025-07-04 18:52:11,Doubt
2025-07-04 18:52:11,Doubt
2025-07-04 18:52:12,Doubt
2025-07-04 18:52:12,Doubt
2025-07-04 18:52:13,Doubt
2025-07-04 18:52:13,Doubt
2025-07-04 18:52:13,Sad
2025-07-04 18:52:13,Sad
2025-07-04 18:52:14,Sad
2025-07-04 18:52:14,Sad
2025-07-04 18:52:14,Sad
2025-07-04 18:52:14,Sad
2025-07-04 18:52:15,Curious
2025-07-04 18:52:15,Curious
2025-07-04 18:52:15,Doubt
2025-07-04 18:52:15,Doubt
2025-07-04 18:52:16,Doubt
2025-07-04 18:52:16,Doubt
2025-07-04 18:52:16,Doubt
2025-07-04 18:52:16,Doubt
2025-07-04 18:52:17,Sad
2025-07-04 18:52:17,Sad
2025-07-04 18:52:17,Sad
2025-07-04 18:52:17,Sad
2025-07-04 18:52:18,Sad
2025-07-04 18:52:18,Sad
2025-07-04 18:52:19,Sad
2025-07-04 18:52:19,Sad
2025-07-04 18:52:19,Sad
2025-07-04 18:52:19,Sad
2025-07-04 18:52:20,Sad
2025-07-04 18:52:20,Sad
2025-07-04 18:52:20,Doubt
2025-07-04 18:52:20,Doubt
2025-07-04 18:52:21,Sad
2025-07-04 18:52:21,Sad
2025-07-04 18:52:21,Doubt
2025-07-04 18:52:21,Doubt
2025-07-04 18:52:22,Sad
2025-07-04 18:52:22,Sad
2025-07-04 18:52:24,Sad
2025-07-04 18:52:24,Sad
2025-07-04 18:52:25,Doubt
2025-07-04 18:52:25,Doubt
2025-07-04 18:52:25,Doubt
2025-07-04 18:52:25,Doubt
2025-07-04 18:52:26,Doubt
2025-07-04 18:52:26,Doubt
2025-07-04 18:52:26,Doubt
2025-07-04 18:52:26,Doubt
2025-07-04 18:52:27,Doubt
2025-07-04 18:52:27,Doubt
2025-07-04 18:52:28,Sad
2025-07-04 18:52:28,Sad
2025-07-04 18:52:28,Sad
2025-07-04 18:52:28,Sad
2025-07-04 18:52:29,Sad
2025-07-04 18:52:29,Sad
2025-07-04 18:52:29,Sad
2025-07-04 18:52:29,Sad
2025-07-04 18:52:30,Sad
2025-07-04 18:52:30,Sad
2025-07-04 18:52:30,Sad
2025-07-04 18:52:30,Sad
2025-07-04 18:52:31,Sad
2025-07-04 18:52:31,Sad
2025-07-04 18:52:32,Sad
2025-07-04 18:52:32,Sad
2025-07-04 18:52:32,Sad
2025-07-04 18:52:32,Sad
2025-07-04 18:52:33,Sad
2025-07-04 18:52:33,Sad
2025-07-04 18:52:33,Sad
2025-07-04 18:52:33,Sad
2025-07-04 18:52:34,Sad
2025-07-04 18:52:34,Sad
2025-07-04 18:52:35,Sad
2025-07-04 18:52:35,Sad
2025-07-04 18:52:35,Sad
2025-07-04 18:52:35,Sad
2025-07-04 18:52:36,Sad
2025-07-04 18:52:36,Sad
2025-07-04 18:52:36,Sad
2025-07-04 18:52:36,Sad
2025-07-04 18:52:37,Sad
2025-07-04 18:52:37,Sad
2025-07-04 18:52:38,Sad
2025-07-04 18:52:38,Sad
2025-07-04 18:52:38,Sad
2025-07-04 18:52:38,Sad
2025-07-04 18:52:39,Sad
2025-07-04 18:52:39,Sad
2025-07-04 18:52:39,Sad
2025-07-04 18:52:39,Sad
2025-07-04 18:52:40,Sad
2025-07-04 18:52:40,Sad
2025-07-04 18:52:41,Sad
2025-07-04 18:52:41,Sad
2025-07-04 18:52:41,Sad
2025-07-04 18:52:41,Sad
2025-07-04 18:52:42,Doubt
2025-07-04 18:52:42,Doubt
2025-07-04 18:52:42,Sad
2025-07-04 18:52:42,Sad
2025-07-04 18:52:43,Curious
2025-07-04 18:52:43,Curious
2025-07-04 18:52:44,Sad
2025-07-04 18:52:44,Sad
2025-07-04 18:52:44,Sad
2025-07-04 18:52:44,Sad
2025-07-04 18:52:45,Sad
2025-07-04 18:52:45,Sad
2025-07-04 18:52:45,Sad
2025-07-04 18:52:45,Sad
2025-07-04 18:52:46,Sad
2025-07-04 18:52:46,Sad
2025-07-04 18:52:47,Doubt
2025-07-04 18:52:47,Doubt
2025-07-04 18:52:47,Sad
2025-07-04 18:52:47,Sad
2025-07-04 18:52:48,Sad
2025-07-04 18:52:48,Sad
2025-07-04 18:52:48,Sad
2025-07-04 18:52:48,Sad
2025-07-04 18:52:49,Curious
2025-07-04 18:52:49,Curious
2025-07-04 18:52:50,Sad
2025-07-04 18:52:50,Sad
2025-07-04 18:52:50,Doubt
2025-07-04 18:52:50,Doubt
2025-07-04 18:52:51,Doubt
2025-07-04 18:52:51,Doubt
2025-07-04 18:52:51,Doubt
2025-07-04 18:52:51,Doubt
2025-07-04 18:52:52,Doubt
2025-07-04 18:52:52,Doubt
2025-07-04 18:52:53,Sad
2025-07-04 18:52:53,Sad
2025-07-04 18:52:53,Doubt
2025-07-04 18:52:53,Doubt
2025-07-04 18:52:54,Doubt
2025-07-04 18:52:54,Doubt
2025-07-04 18:52:54,Neutral
2025-07-04 18:52:54,Neutral
2025-07-04 18:52:55,Sad
2025-07-04 18:52:55,Sad
2025-07-04 18:52:56,Sad
2025-07-04 18:52:56,Sad
2025-07-04 18:52:56,Sad
2025-07-04 18:52:56,Sad
2025-07-04 18:52:57,Sad
2025-07-04 18:52:57,Sad
2025-07-04 18:52:58,Sad
2025-07-04 18:52:58,Sad
2025-07-04 18:52:58,Curious
2025-07-04 18:52:58,Curious
2025-07-04 18:52:59,Sad
2025-07-04 18:52:59,Sad
2025-07-04 18:52:59,Sad
2025-07-04 18:52:59,Sad
2025-07-04 18:53:00,Sad
2025-07-04 18:53:00,Sad
2025-07-04 18:53:01,Sad
2025-07-04 18:53:01,Sad
2025-07-04 18:53:01,Sad
2025-07-04 18:53:01,Sad
2025-07-04 18:53:02,Sad
2025-07-04 18:53:02,Sad
2025-07-04 18:53:03,Sad
2025-07-04 18:53:03,Sad
2025-07-04 18:53:03,Sad
2025-07-04 18:53:03,Sad
2025-07-04 18:53:04,Curious
2025-07-04 18:53:04,Curious
2025-07-04 18:53:04,Curious
2025-07-04 18:53:04,Curious
2025-07-04 18:53:05,Curious
2025-07-04 18:53:05,Curious
2025-07-04 18:53:06,Curious
2025-07-04 18:53:06,Curious
2025-07-04 18:53:06,Sad
2025-07-04 18:53:06,Sad
2025-07-04 18:53:07,Sad
2025-07-04 18:53:07,Sad
2025-07-04 18:53:08,Sad
2025-07-04 18:53:08,Sad
2025-07-04 18:53:08,Sad
2025-07-04 18:53:08,Sad
2025-07-04 18:53:09,Sad
2025-07-04 18:53:09,Sad
2025-07-04 18:53:10,Sad
2025-07-04 18:53:10,Sad
2025-07-04 18:53:10,Curious
2025-07-04 18:53:10,Curious
2025-07-04 18:53:11,Curious
2025-07-04 18:53:11,Curious
2025-07-04 18:53:11,Curious
2025-07-04 18:53:11,Curious
2025-07-04 18:53:12,Doubt
2025-07-04 18:53:12,Doubt
2025-07-04 18:53:13,Doubt
2025-07-04 18:53:13,Doubt
2025-07-04 18:53:13,Neutral
2025-07-04 18:53:13,Neutral
2025-07-04 18:53:14,Sad
2025-07-04 18:53:14,Sad
2025-07-04 18:53:15,Sad
2025-07-04 18:53:15,Sad
2025-07-04 18:53:15,Doubt
2025-07-04 18:53:15,Doubt
2025-07-04 18:53:16,Doubt
2025-07-04 18:53:16,Doubt
2025-07-04 18:53:16,Doubt
2025-07-04 18:53:16,Doubt
2025-07-04 18:53:17,Doubt
2025-07-04 18:53:17,Doubt
2025-07-04 18:53:18,Doubt
2025-07-04 18:53:18,Doubt
2025-07-04 18:53:18,Doubt
2025-07-04 18:53:18,Doubt
2025-07-04 18:53:19,Doubt
2025-07-04 18:53:19,Doubt
2025-07-04 18:53:20,Doubt
2025-07-04 18:53:20,Doubt
2025-07-04 18:53:20,Sad
2025-07-04 18:53:20,Sad
2025-07-04 18:53:21,Doubt
2025-07-04 18:53:21,Doubt
2025-07-04 18:53:22,Sad
2025-07-04 18:53:22,Sad
2025-07-04 18:53:22,Sad
2025-07-04 18:53:22,Sad
2025-07-04 18:53:23,Sad
2025-07-04 18:53:23,Sad
2025-07-04 18:53:23,Doubt
2025-07-04 18:53:23,Doubt
2025-07-04 18:53:24,Sad
2025-07-04 18:53:24,Sad
2025-07-04 18:53:25,Doubt
2025-07-04 18:53:25,Doubt
2025-07-04 18:53:25,Doubt
2025-07-04 18:53:25,Doubt
2025-07-04 18:53:26,Sad
2025-07-04 18:53:26,Sad
2025-07-04 18:53:28,Doubt
2025-07-04 18:53:28,Doubt
2025-07-04 18:53:29,Doubt
2025-07-04 18:53:29,Doubt
2025-07-04 18:53:29,Doubt
2025-07-04 18:53:29,Doubt
2025-07-04 18:53:30,Doubt
2025-07-04 18:53:30,Doubt
2025-07-04 18:53:31,Doubt
2025-07-04 18:53:31,Doubt
2025-07-04 18:53:31,Doubt
2025-07-04 18:53:31,Doubt
2025-07-04 18:53:32,Doubt
2025-07-04 18:53:32,Doubt
2025-07-04 18:53:32,Sad
2025-07-04 18:53:32,Sad
2025-07-04 18:53:33,Doubt
2025-07-04 18:53:33,Doubt
2025-07-04 18:53:34,Guilt
2025-07-04 18:53:34,Guilt
2025-07-04 18:53:34,Guilt
2025-07-04 18:53:34,Guilt
2025-07-04 18:53:35,Doubt
2025-07-04 18:53:35,Doubt
2025-07-04 18:53:36,Guilt
2025-07-04 18:53:36,Guilt
2025-07-04 18:53:36,Guilt
2025-07-04 18:53:36,Guilt
2025-07-04 18:53:37,Sad
2025-07-04 18:53:37,Sad
2025-07-04 18:53:38,Sad
2025-07-04 18:53:38,Sad
2025-07-04 18:53:38,Doubt
2025-07-04 18:53:38,Doubt
2025-07-04 18:53:39,Guilt
2025-07-04 18:53:39,Guilt
2025-07-04 18:53:40,Sad
2025-07-04 18:53:40,Sad
2025-07-04 18:53:40,Sad
2025-07-04 18:53:40,Sad
2025-07-04 18:53:41,Sad
2025-07-04 18:53:41,Sad
2025-07-04 18:53:42,Sad
2025-07-04 18:53:42,Sad
2025-07-04 18:53:42,Doubt
2025-07-04 18:53:42,Doubt
2025-07-04 18:53:43,Guilt
2025-07-04 18:53:43,Guilt
2025-07-04 18:53:44,Guilt
2025-07-04 18:53:44,Guilt
2025-07-04 18:53:44,Doubt
2025-07-04 18:53:44,Doubt
2025-07-04 18:53:45,Sad
2025-07-04 18:53:45,Sad
2025-07-04 18:53:46,Sad
2025-07-04 18:53:46,Sad
2025-07-04 18:53:46,Sad
2025-07-04 18:53:46,Sad
2025-07-04 18:53:47,Doubt
2025-07-04 18:53:47,Doubt
2025-07-04 18:53:47,Doubt
2025-07-04 18:53:47,Doubt
2025-07-04 18:53:48,Doubt
2025-07-04 18:53:48,Doubt
2025-07-04 18:53:49,Doubt
2025-07-04 18:53:49,Doubt
2025-07-04 18:53:49,Doubt
2025-07-04 18:53:49,Doubt
2025-07-04 18:53:50,Doubt
2025-07-04 18:53:50,Doubt
2025-07-04 18:53:51,Doubt
2025-07-04 18:53:51,Doubt
2025-07-04 18:53:51,Doubt
2025-07-04 18:53:51,Doubt
2025-07-04 18:53:52,Doubt
2025-07-04 18:53:52,Doubt
2025-07-04 18:53:53,Doubt
2025-07-04 18:53:53,Doubt
2025-07-04 18:53:53,Guilt
2025-07-04 18:53:53,Guilt
2025-07-04 18:53:54,Sad
2025-07-04 18:53:54,Sad
2025-07-04 18:53:55,Sad
2025-07-04 18:53:55,Sad
2025-07-04 18:53:55,Doubt
2025-07-04 18:53:55,Doubt
2025-07-04 18:53:56,Doubt
2025-07-04 18:53:56,Doubt
2025-07-04 18:53:57,Doubt
2025-07-04 18:53:57,Doubt
2025-07-04 18:53:57,Doubt
2025-07-04 18:53:57,Doubt
2025-07-04 18:53:58,Sad
2025-07-04 18:53:58,Sad
2025-07-04 18:53:59,Sad
2025-07-04 18:53:59,Sad
2025-07-04 18:53:59,Doubt
2025-07-04 18:53:59,Doubt
2025-07-04 18:54:00,Sad
2025-07-04 18:54:00,Sad
2025-07-04 18:54:01,Sad
2025-07-04 18:54:01,Sad
2025-07-04 18:54:01,Sad
2025-07-04 18:54:01,Sad
2025-07-04 18:54:02,Doubt
2025-07-04 18:54:02,Doubt
2025-07-04 18:54:02,Sad
2025-07-04 18:54:02,Sad
2025-07-04 18:54:03,Doubt
2025-07-04 18:54:03,Doubt
2025-07-04 18:54:04,Sad
2025-07-04 18:54:04,Sad
2025-07-04 18:54:04,Doubt
2025-07-04 18:54:04,Doubt
2025-07-04 18:54:05,Sad
2025-07-04 18:54:05,Sad
2025-07-04 18:54:06,Doubt
2025-07-04 18:54:06,Doubt
2025-07-04 18:54:06,Sad
2025-07-04 18:54:06,Sad
2025-07-04 18:54:07,Sad
2025-07-04 18:54:07,Sad
2025-07-04 18:54:08,Sad
2025-07-04 18:54:08,Sad
2025-07-04 18:54:08,Sad
2025-07-04 18:54:08,Sad
2025-07-04 18:54:09,Doubt
2025-07-04 18:54:09,Doubt
2025-07-04 18:54:10,Sad
2025-07-04 18:54:10,Sad
2025-07-04 18:54:10,Doubt
2025-07-04 18:54:10,Doubt
2025-07-04 18:54:11,Sad
2025-07-04 18:54:11,Sad
2025-07-04 18:54:12,Doubt
2025-07-04 18:54:12,Doubt
2025-07-04 18:54:12,Sad
2025-07-04 18:54:12,Sad
2025-07-04 18:54:13,Guilt
2025-07-04 18:54:13,Guilt
2025-07-04 18:54:14,Sad
2025-07-04 18:54:14,Sad
2025-07-04 18:54:14,Doubt
2025-07-04 18:54:14,Doubt
2025-07-04 18:54:15,Sad
2025-07-04 18:54:15,Sad
2025-07-04 18:54:16,Sad
2025-07-04 18:54:16,Sad
2025-07-04 18:54:16,Doubt
2025-07-04 18:54:16,Doubt
2025-07-04 18:54:17,Sad
2025-07-04 18:54:17,Sad
2025-07-04 18:54:18,Sad
2025-07-04 18:54:18,Sad
2025-07-04 18:54:18,Sad
2025-07-04 18:54:18,Sad
2025-07-04 18:54:19,Sad
2025-07-04 18:54:19,Sad
2025-07-04 18:54:20,Sad
2025-07-04 18:54:20,Sad
2025-07-04 18:54:20,Sad
2025-07-04 18:54:20,Sad
2025-07-04 18:54:21,Sad
2025-07-04 18:54:21,Sad
2025-07-04 18:54:22,Doubt
2025-07-04 18:54:22,Doubt
2025-07-04 18:54:22,Guilt
2025-07-04 18:54:22,Guilt
2025-07-04 18:54:23,Doubt
2025-07-04 18:54:23,Doubt
2025-07-04 18:54:24,Doubt
2025-07-04 18:54:24,Doubt
2025-07-04 18:54:24,Doubt
2025-07-04 18:54:24,Doubt
2025-07-04 18:54:25,Doubt
2025-07-04 18:54:25,Doubt
2025-07-04 18:54:26,Doubt
2025-07-04 18:54:26,Doubt
2025-07-04 18:54:26,Doubt
2025-07-04 18:54:26,Doubt
2025-07-04 18:54:27,Doubt
2025-07-04 18:54:27,Doubt
2025-07-04 18:54:28,Doubt
2025-07-04 18:54:28,Doubt
2025-07-04 18:54:28,Doubt
2025-07-04 18:54:28,Doubt
2025-07-04 18:54:29,Doubt
2025-07-04 18:54:29,Doubt
2025-07-04 18:54:30,Sad
2025-07-04 18:54:30,Sad
2025-07-04 18:54:30,Sad
2025-07-04 18:54:30,Sad
2025-07-04 18:54:31,Guilt
2025-07-04 18:54:31,Guilt
2025-07-04 18:54:32,Doubt
2025-07-04 18:54:32,Doubt
2025-07-04 18:54:32,Doubt
2025-07-04 18:54:32,Doubt
2025-07-04 18:54:33,Doubt
2025-07-04 18:54:33,Doubt
2025-07-04 18:54:34,Doubt
2025-07-04 18:54:34,Doubt
2025-07-04 18:54:34,Sad
2025-07-04 18:54:34,Sad
2025-07-04 18:54:35,Sad
2025-07-04 18:54:35,Sad
2025-07-04 18:54:36,Doubt
2025-07-04 18:54:36,Doubt
2025-07-04 18:54:37,Doubt
2025-07-04 18:54:37,Doubt
2025-07-04 18:54:38,Doubt
2025-07-04 18:54:38,Doubt
2025-07-04 18:54:38,Guilt
2025-07-04 18:54:38,Guilt
2025-07-04 19:16:43,Sad
2025-07-04 19:16:44,Sad
2025-07-04 19:16:44,Sad
2025-07-04 19:16:45,Sad
2025-07-04 19:16:45,Neutral
2025-07-04 19:16:46,Neutral
2025-07-04 19:16:46,Neutral
2025-07-04 19:16:47,Neutral
2025-07-04 19:16:47,Neutral
2025-07-04 19:16:47,Sad
2025-07-04 19:16:48,Doubt
2025-07-04 19:16:48,Doubt
2025-07-04 19:16:49,Neutral
2025-07-04 19:16:50,Neutral
2025-07-04 19:16:50,Doubt
2025-07-04 19:16:50,Doubt
2025-07-04 19:16:51,Doubt
2025-07-04 19:16:51,Neutral
2025-07-04 19:16:52,Neutral
2025-07-04 19:16:52,Neutral
2025-07-04 19:16:52,Neutral
2025-07-04 19:16:53,Doubt
2025-07-04 19:16:53,Sad
2025-07-04 19:16:54,Neutral
2025-07-04 19:16:54,Neutral
2025-07-04 19:16:55,Neutral
2025-07-04 19:16:55,Neutral
2025-07-04 19:16:55,Neutral
2025-07-04 19:16:56,Neutral
2025-07-04 19:16:56,Neutral
2025-07-04 19:16:56,Neutral
2025-07-04 19:16:57,Neutral
2025-07-04 19:16:57,Neutral
2025-07-04 19:16:58,Neutral
2025-07-04 19:16:58,Guilt
2025-07-04 19:16:59,Guilt
2025-07-04 19:16:59,Guilt
2025-07-04 19:16:59,Guilt
2025-07-04 19:17:00,Sad
2025-07-04 19:17:00,Guilt
2025-07-04 19:17:01,Guilt
2025-07-04 19:17:01,Guilt
2025-07-04 19:17:01,Doubt
2025-07-04 19:17:02,Sad
2025-07-04 19:17:02,Curious
2025-07-04 19:17:03,Doubt
2025-07-04 19:17:03,Sad
2025-07-04 19:17:03,Guilt
2025-07-04 19:17:04,Guilt
2025-07-04 19:17:04,Guilt
2025-07-04 19:17:05,Curious
2025-07-04 19:17:05,Sad
2025-07-04 19:17:05,Curious
2025-07-04 19:17:06,Doubt
2025-07-04 19:17:06,Doubt
2025-07-04 19:17:07,Doubt
2025-07-04 19:17:07,Doubt
2025-07-04 19:17:07,Neutral
2025-07-04 19:17:08,Neutral
2025-07-04 19:17:08,Doubt
2025-07-04 19:17:09,Doubt
2025-07-04 19:17:09,Doubt
2025-07-04 19:17:10,Doubt
2025-07-04 19:17:10,Curious
2025-07-04 19:17:10,Curious
2025-07-04 19:17:11,Curious
2025-07-04 19:17:11,Curious
2025-07-04 19:17:12,Curious
2025-07-04 19:17:12,Curious
2025-07-04 19:17:13,Curious
2025-07-04 19:17:13,Angry
2025-07-04 19:17:13,Angry
2025-07-04 19:17:14,Angry
2025-07-04 19:17:14,Angry
2025-07-04 19:17:15,Curious
2025-07-04 19:17:15,Curious
2025-07-04 19:17:15,Curious
2025-07-04 19:17:16,Curious
2025-07-04 19:17:16,Sad
2025-07-04 19:17:17,Curious
2025-07-04 19:17:17,Doubt
2025-07-04 19:17:18,Doubt
2025-07-04 19:17:18,Doubt
2025-07-04 19:17:18,Doubt
2025-07-04 19:17:19,Doubt
2025-07-04 19:17:19,Doubt
2025-07-04 19:17:20,Neutral
2025-07-04 19:17:20,Neutral
2025-07-04 19:17:21,Neutral
2025-07-04 19:17:21,Neutral
2025-07-04 19:17:21,Neutral
2025-07-04 19:17:22,Neutral
2025-07-04 19:17:22,Neutral
2025-07-04 19:17:23,Neutral
2025-07-04 19:17:23,Neutral
2025-07-04 19:17:24,Doubt
2025-07-04 19:17:24,Sad
2025-07-04 19:17:24,Neutral
2025-07-04 19:17:25,Doubt
2025-07-04 19:17:25,Neutral
2025-07-04 19:17:26,Sad
2025-07-04 19:17:26,Sad
2025-07-04 19:17:27,Neutral
2025-07-04 19:17:27,Neutral
2025-07-04 19:17:27,Neutral
2025-07-04 19:17:28,Neutral
2025-07-04 19:17:28,Neutral
2025-07-04 19:17:29,Neutral
2025-07-04 19:17:29,Neutral
2025-07-04 19:17:30,Doubt
2025-07-04 19:17:30,Doubt
2025-07-04 19:17:30,Doubt
2025-07-04 19:17:31,Doubt
2025-07-04 19:17:31,Doubt
2025-07-04 19:17:32,Doubt
2025-07-04 19:17:32,Doubt
2025-07-04 19:17:32,Doubt
2025-07-04 19:17:33,Doubt
2025-07-04 19:17:33,Doubt
2025-07-04 19:17:34,Doubt
2025-07-04 19:17:34,Doubt
2025-07-04 19:17:35,Doubt
2025-07-04 19:17:35,Doubt
2025-07-04 19:17:35,Doubt
2025-07-04 19:17:36,Doubt
2025-07-04 19:17:36,Doubt
2025-07-04 19:17:37,Doubt
2025-07-04 19:17:37,Doubt
2025-07-04 19:17:37,Doubt
2025-07-04 19:17:38,Doubt
2025-07-04 19:17:38,Doubt
2025-07-04 19:17:39,Doubt
2025-07-04 19:17:39,Doubt
2025-07-04 19:17:40,Sad
2025-07-04 19:17:40,Sad
2025-07-04 19:17:40,Neutral
2025-07-04 19:17:41,Neutral
2025-07-04 19:17:41,Neutral
2025-07-04 19:17:41,Neutral
2025-07-04 19:17:42,Neutral
2025-07-04 19:17:42,Sad
2025-07-04 19:17:43,Neutral
2025-07-04 19:17:43,Neutral
2025-07-04 19:17:44,Neutral
2025-07-04 19:17:44,Neutral
2025-07-04 19:17:45,Neutral
2025-07-04 19:17:45,Neutral
2025-07-04 19:17:45,Neutral
2025-07-04 19:17:46,Neutral
2025-07-04 19:17:46,Neutral
2025-07-04 19:17:47,Neutral
2025-07-04 19:17:47,Neutral
2025-07-04 19:17:48,Sad
2025-07-04 19:17:48,Doubt
2025-07-04 19:17:49,Sad
2025-07-04 19:17:49,Doubt
2025-07-04 19:17:49,Doubt
2025-07-04 19:17:50,Doubt
2025-07-04 19:17:50,Doubt
2025-07-04 19:17:51,Doubt
2025-07-04 19:17:51,Sad
2025-07-04 19:17:51,Doubt
2025-07-04 19:17:52,Doubt
2025-07-04 19:17:52,Neutral
2025-07-04 19:17:53,Sad
2025-07-04 19:17:53,Neutral
2025-07-04 19:17:54,Neutral
2025-07-04 19:17:54,Neutral
2025-07-04 19:17:54,Neutral
2025-07-04 19:17:55,Doubt
2025-07-04 19:17:55,Sad
2025-07-04 19:17:56,Guilt
2025-07-04 19:17:56,Curious
2025-07-04 19:17:57,Curious
2025-07-04 19:17:57,Doubt
2025-07-04 19:17:58,Doubt
2025-07-04 19:17:58,Curious
2025-07-04 19:17:59,Doubt
2025-07-04 19:17:59,Doubt
2025-07-04 19:17:59,Doubt
2025-07-04 19:18:00,Doubt
2025-07-04 19:18:00,Neutral
2025-07-04 19:18:01,Doubt
2025-07-04 19:18:01,Doubt
2025-07-04 19:18:02,Doubt
2025-07-04 19:18:02,Sad
2025-07-04 19:18:02,Sad
2025-07-04 19:18:03,Doubt
2025-07-04 19:18:03,Sad
2025-07-04 19:18:04,Sad
2025-07-04 19:18:04,Curious
2025-07-04 19:18:04,Curious
2025-07-04 19:18:05,Doubt
2025-07-04 19:18:05,Curious
2025-07-04 19:18:06,Curious
2025-07-04 19:18:06,Curious
2025-07-04 19:18:07,Curious
2025-07-04 19:18:07,Sad
2025-07-04 19:18:07,Curious
2025-07-04 19:18:08,Doubt
2025-07-04 19:18:08,Neutral
2025-07-04 19:18:08,Doubt
2025-07-04 19:18:09,Doubt
2025-07-04 19:18:09,Doubt
2025-07-04 19:18:10,Doubt
2025-07-04 19:18:10,Doubt
2025-07-04 19:18:11,Doubt
2025-07-04 19:18:11,Doubt
2025-07-04 19:18:12,Doubt
2025-07-04 19:18:12,Doubt
2025-07-04 19:18:12,Doubt
2025-07-04 19:18:13,Doubt
2025-07-04 19:18:13,Doubt
